id,epoch,train_loss,balanced_acc,acc
0.0,0.0,0.0224952082945137,0.1648086764792637,0.5888594164456233
0.0,1.0,0.0183991672136433,0.2269900497512437,0.6684350132625995
0.0,2.0,0.0181209421667223,0.2409401854364541,0.7347480106100795
0.0,3.0,0.0152450122517553,0.125,0.2334217506631299
0.0,4.0,0.0149548227324574,0.2431592039800995,0.7374005305039788
0.0,5.0,0.0139241276440286,0.2690036108980788,0.7506631299734748
0.0,6.0,0.0136055266102099,0.2775340196251942,0.7453580901856764
0.0,7.0,0.0134519320800605,0.2431592039800995,0.7374005305039788
0.0,8.0,0.0128851342379538,0.273940020746072,0.7559681697612732
0.0,9.0,0.0126461386441963,0.3013609693626728,0.7453580901856764
0.0,10.0,0.0131697768306837,0.2437810945273631,0.7400530503978779
0.0,11.0,0.0125072540826878,0.3033003829665899,0.7294429708222812
0.0,12.0,0.0122596766078249,0.3035885911352329,0.7612732095490716
0.0,13.0,0.0123305242738199,0.2973878138949521,0.7692307692307693
0.0,14.0,0.0122109558909029,0.3018713251922207,0.7480106100795756
0.0,15.0,0.0121140984028415,0.2878151854364541,0.7161803713527851
0.0,16.0,0.0117498717739106,0.3039960154759797,0.7718832891246684
0.0,17.0,0.011598839765775,0.2871444408392818,0.7718832891246684
0.0,18.0,0.0116314045562903,0.3077341184394234,0.7241379310344828
0.0,19.0,0.0115837897661158,0.3085044146854659,0.7639257294429708
0.0,20.0,0.0111880436573105,0.3172784791457731,0.7745358090185677
0.0,21.0,0.0111620394163982,0.3250026424203095,0.7692307692307693
0.0,22.0,0.0111157910653502,0.3193208242384913,0.7798408488063661
0.0,23.0,0.0108509628974531,0.333154816333353,0.7771883289124668
0.0,24.0,0.0108103847294779,0.3267730640276876,0.7771883289124668
0.0,25.0,0.0143113213137871,0.2692008706467662,0.7506631299734748
0.0,26.0,0.0129620181757506,0.2840273066485753,0.7586206896551724
0.0,27.0,0.0124689503138591,0.1828358208955224,0.4801061007957559
0.0,28.0,0.0125097724335162,0.3105424581637268,0.7374005305039788
0.0,29.0,0.0124609626801171,0.278151301299825,0.6923076923076923
0.0,30.0,0.0120634909219141,0.2698227611940298,0.753315649867374
0.0,31.0,0.0119960421446517,0.311670402926081,0.7612732095490716
0.0,32.0,0.0116926868263809,0.2930235187697874,0.7612732095490716
0.0,33.0,0.0114253214611412,0.3204444673863882,0.7718832891246684
0.0,34.0,0.0116357672662858,0.2847023528602049,0.7559681697612732
0.0,35.0,0.0115134503802261,0.2886635252590801,0.7639257294429708
0.0,36.0,0.0110712465188736,0.285600468507266,0.76657824933687
0.0,37.0,0.011118884941488,0.3490852309598253,0.7745358090185677
0.0,38.0,0.0109585684089263,0.3177270760820403,0.7692307692307693
0.0,39.0,0.0108406469628057,0.2785187820777535,0.7559681697612732
0.0,40.0,0.0107704081497791,0.3432009296403359,0.7745358090185677
0.0,41.0,0.0104101878051498,0.3320920103042101,0.7586206896551724
0.0,42.0,0.0103877043362428,0.3339533803315438,0.7559681697612732
0.0,43.0,0.0101411440999187,0.3204736569130631,0.7745358090185677
0.0,44.0,0.0098031268299396,0.3298155344817415,0.7718832891246684
0.0,45.0,0.0095481978733367,0.3406850996991328,0.7612732095490716
0.0,46.0,0.0094481141613163,0.3476638546398443,0.7718832891246684
0.0,47.0,0.0090784902442491,0.3241380179143807,0.7718832891246684
0.0,48.0,0.0090012279268541,0.355392319528838,0.7771883289124668
0.0,49.0,0.0090547357875289,0.3524235910369103,0.7798408488063661
0.0,50.0,0.0111869991377106,0.324179190509901,0.7771883289124668
0.0,51.0,0.010804245481737,0.3135283931134839,0.7692307692307693
0.0,52.0,0.0117713669618581,0.3480592959117456,0.7718832891246684
0.0,53.0,0.0110303290956333,0.3423277019054923,0.7771883289124668
0.0,54.0,0.0107828023143061,0.3563804618213281,0.7984084880636605
0.0,55.0,0.0103508306458582,0.3007065094488034,0.7718832891246684
0.0,56.0,0.0102034427380563,0.344749203586809,0.7904509283819628
0.0,57.0,0.0098970724872431,0.2992860549033488,0.7692307692307693
0.0,58.0,0.0094537956601889,0.3337312326706389,0.7851458885941645
0.0,59.0,0.0091569343707178,0.3126551653786404,0.7798408488063661
0.0,60.0,0.0088621581769537,0.3471329125125361,0.7453580901856764
0.0,61.0,0.0081745973447586,0.3176619373488289,0.7506631299734748
0.0,62.0,0.0073762104391678,0.3328914960769276,0.7798408488063661
0.0,63.0,0.0068826060152396,0.3259333274339764,0.7506631299734748
0.0,64.0,0.0061963137332345,0.3386925304308497,0.7612732095490716
0.0,65.0,0.0052271841710634,0.3270861601085482,0.7453580901856764
0.0,66.0,0.0048109590659884,0.3160476028946178,0.7586206896551724
0.0,67.0,0.0040299550596454,0.3512544736790356,0.7718832891246684
0.0,68.0,0.0034258311333772,0.3444815817159263,0.7612732095490716
0.0,69.0,0.003124137974344,0.3271847899828918,0.7559681697612732
0.0,70.0,0.0027426011217491,0.3359339665309814,0.753315649867374
0.0,71.0,0.002576883951669,0.330519770220046,0.7506631299734748
0.0,72.0,0.0024030554630499,0.323293979706212,0.7559681697612732
0.0,73.0,0.0019566469061397,0.3258878532239986,0.7559681697612732
0.0,74.0,0.001992582501639,0.3243438808919827,0.7506631299734748
0.0,75.0,0.0072380054866954,0.3106994670914204,0.7320954907161804
0.0,76.0,0.0068846152931658,0.3415171548384559,0.753315649867374
0.0,77.0,0.0065450584342393,0.3096615489744951,0.7480106100795756
0.0,78.0,0.0056146692294734,0.3530866541796944,0.753315649867374
0.0,79.0,0.006513233388714,0.3131492365248854,0.7480106100795756
0.0,80.0,0.0046061626296141,0.3916232818122824,0.7294429708222812
